id,query,success,error
589,"select constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.points, sum( constructor_results_1.points), constructor_results_1.date from constructor_results as constructor_results_1 where constructor_results_1.date >= constructor_results_1.date group by constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.date limit 39;",YES,""
590,"select results_1.positionorder, results_1.number, results_1.grid, results_1.date, results_1.milliseconds, results_1.raceid, results_1.number from results as results_1 where results_1.date is not NULL limit 34;",YES,""
591,"select qualifying_1.constructorid, qualifying_1.date from qualifying as qualifying_1 where qualifying_1.position is not NULL limit 1;",YES,""
592,"select standings_1.wins, min( standings_1.date), avg( standings_1.points), standings_1.date, standings_1.raceid from standings as standings_1 where standings_1.wins = standings_1.position group by standings_1.wins, standings_1.date, standings_1.raceid limit 21;",YES,""
593,"select drivers_1.driverid, drivers_1.driverid, drivers_1.forename, drivers_1.driverid from drivers as drivers_1 where drivers_1.forename is not NULL limit 24;",YES,""
594,"select drivers_1.driverref from drivers as drivers_1 inner join constructor_results as constructor_results_1 on (drivers_1.driverid = constructor_results_1.constructorresultsid ) where constructor_results_1.constructorid is not NULL limit 36;",YES,""
595,"select races_1.date from races as races_1 where races_1.circuitid is not NULL limit 23;",YES,""
596,"select qualifying_1.number, qualifying_1.date, qualifying_1.qualifyid, qualifying_1.qualifyid, qualifying_1.raceid, qualifying_1.qualifyid, qualifying_1.number, qualifying_1.driverid from qualifying as qualifying_1 where qualifying_1.position is not NULL limit 1;",YES,""
597,"select results_1.resultid, count(*), results_1.number, results_1.points, results_1.grid, results_1.rank, results_1.grid, results_1.raceid, results_1.constructorid from results as results_1 where results_1.date is not NULL group by results_1.resultid, results_1.number, results_1.points, results_1.grid, results_1.rank, results_1.grid, results_1.raceid, results_1.constructorid limit 39;",YES,""
598,"select min( standings_1.date), min( qualifying_1.date) from races as races_1 inner join qualifying as qualifying_1 on (races_1.raceid = qualifying_1.qualifyid ) inner join standings as standings_1 on (qualifying_1.qualifyid = standings_1.driverstandingsid ) where standings_1.position is not NULL limit 15;",YES,""
599,"select max( standings_1.points), standings_1.raceid, standings_1.points from standings as standings_1 where standings_1.wins is not NULL group by standings_1.raceid, standings_1.points limit 16;",YES,""
600,"select qualifying_1.driverid, qualifying_1.position, qualifying_1.qualifyid, max( qualifying_1.date), standings_1.wins, max( standings_1.date), standings_1.wins, max( qualifying_1.date), min( qualifying_1.date), standings_1.driverid, standings_1.date, standings_1.wins, standings_1.date, qualifying_1.constructorid, qualifying_1.qualifyid, standings_1.date from qualifying as qualifying_1 inner join standings as standings_1 on (qualifying_1.qualifyid = standings_1.driverstandingsid ) where standings_1.raceid is not NULL group by qualifying_1.driverid, qualifying_1.position, qualifying_1.qualifyid, standings_1.wins, standings_1.wins, standings_1.driverid, standings_1.date, standings_1.wins, standings_1.date, qualifying_1.constructorid, qualifying_1.qualifyid, standings_1.date limit 22;",YES,""
601,"select constructor_standings_1.constructorid, constructor_standings_1.wins, constructor_standings_1.points, constructor_standings_1.constructorstandingsid, constructor_standings_1.points, constructor_standings_1.position, constructor_standings_1.constructorid from constructor_standings as constructor_standings_1 where constructor_standings_1.constructorid >= constructor_standings_1.position limit 28;",YES,""
602,"select circuits_1.country, constructor_results_1.date, circuits_1.lng, min( races_1.time), constructor_results_1.points from circuits as circuits_1 inner join races as races_1 on (circuits_1.circuitid = races_1.raceid ) inner join constructor_results as constructor_results_1 on (circuits_1.circuitid = constructor_results_1.constructorresultsid ) where races_1.date is not NULL group by circuits_1.country, constructor_results_1.date, circuits_1.lng, constructor_results_1.points limit 14;",YES,""
603,"select circuits_1.location, circuits_1.circuitref, circuits_1.lng from circuits as circuits_1 where circuits_1.lng <= circuits_1.alt limit 24;",YES,""
604,"select constructor_results_1.raceid from constructor_results as constructor_results_1 where constructor_results_1.date = constructor_results_1.date limit 18;",YES,""
605,"select avg( results_1.number), count( standings_1.date), results_1.resultid from results as results_1 inner join races as races_1 inner join standings as standings_1 on (races_1.raceid = standings_1.driverstandingsid ) on (results_1.resultid = races_1.raceid ) inner join standings as standings_2 on (results_1.resultid = standings_2.driverstandingsid ) where standings_1.date is not NULL group by results_1.resultid limit 25;",YES,""
606,"select constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructor_results_1.date from constructor_results as constructor_results_1 where constructor_results_1.constructorid is not NULL limit 31;",YES,""
607,"select standings_1.position, standings_1.points, standings_1.driverid, drivers_1.driverref, drivers_1.nationality, drivers_1.forename, standings_1.position from circuits as circuits_1 inner join drivers as drivers_1 on (circuits_1.circuitid = drivers_1.driverid ) inner join standings as standings_1 on (circuits_1.circuitid = standings_1.driverstandingsid ) where circuits_1.alt is not NULL limit 24;",YES,""
608,"select standings_1.points, standings_1.date, standings_1.driverid, standings_1.points, standings_1.driverstandingsid, sum( standings_1.points), standings_1.raceid, standings_1.position, standings_1.raceid, standings_1.date from standings as standings_1 where standings_1.position is not NULL group by standings_1.points, standings_1.date, standings_1.driverid, standings_1.points, standings_1.driverstandingsid, standings_1.raceid, standings_1.position, standings_1.raceid, standings_1.date limit 9;",YES,""
609,"select results_1.points, sum( results_1.driverid) from results as results_1 where results_1.date is not NULL group by results_1.points limit 6;",YES,""
610,"select drivers_1.driverid, drivers_1.dob, drivers_1.dob from drivers as drivers_1 where drivers_1.dob is not NULL limit 17;",YES,""
611,"select constructor_standings_1.raceid, constructor_standings_1.wins, constructor_standings_1.date, constructor_standings_1.raceid, constructor_standings_1.position from constructor_standings as constructor_standings_1 where constructor_standings_1.points is not NULL limit 31;",YES,""
612,"select races_1.raceid, races_1.raceid, races_1.round, races_1.year, min( races_1.name), max( races_1.date) from races as races_1 where races_1.date <= races_1.date group by races_1.raceid, races_1.raceid, races_1.round, races_1.year limit 27;",YES,""
613,"select races_2.round, races_2.time, races_1.raceid, constructor_results_1.constructorresultsid, races_1.raceid, count( constructor_results_1.raceid), circuits_1.circuitref, races_1.raceid from races as races_1 inner join circuits as circuits_1 inner join constructor_results as constructor_results_1 on (circuits_1.circuitid = constructor_results_1.constructorresultsid ) inner join races as races_2 on (constructor_results_1.constructorresultsid = races_2.raceid ) on (races_1.raceid = races_2.raceid ) where races_2.time is not NULL group by races_2.round, races_2.time, races_1.raceid, constructor_results_1.constructorresultsid, races_1.raceid, circuits_1.circuitref, races_1.raceid limit 23;",YES,""
614,"select qualifying_1.date, qualifying_1.driverid, qualifying_1.driverid, qualifying_1.raceid, qualifying_1.date, qualifying_1.raceid, qualifying_1.date, qualifying_1.qualifyid, qualifying_1.position, qualifying_1.date from qualifying as qualifying_1 where qualifying_1.constructorid is not NULL limit 32;",YES,""
615,"select constructor_results_1.date from constructor_results as constructor_results_1 where constructor_results_1.date is not NULL limit 2;",YES,""
616,"select avg( results_1.driverid), results_1.statusid from results as results_1 where results_1.raceid is not NULL group by results_1.statusid limit 2;",YES,""
617,"select constructors_1.constructorid, max( constructors_1.name), constructors_1.constructorref, constructors_1.nationality, constructors_1.nationality, constructors_1.nationality, qualifying_1.position, constructors_1.nationality, constructors_1.constructorid from constructors as constructors_1 inner join qualifying as qualifying_1 on (constructors_1.constructorid = qualifying_1.qualifyid ) where qualifying_1.date = qualifying_1.date group by constructors_1.constructorid, constructors_1.constructorref, constructors_1.nationality, constructors_1.nationality, constructors_1.nationality, qualifying_1.position, constructors_1.nationality, constructors_1.constructorid limit 38;",YES,""
618,"select min( constructor_results_1.points) from constructor_results as constructor_results_1 inner join constructor_results as constructor_results_2 on (constructor_results_1.constructorresultsid = constructor_results_2.constructorresultsid ) where constructor_results_1.constructorid is not NULL limit 30;",YES,""
619,"select constructor_standings_2.position, constructors_2.constructorid from constructors as constructors_1 inner join drivers as drivers_1 inner join races as races_1 inner join drivers as drivers_2 on (races_1.raceid = drivers_2.driverid ) inner join constructor_results as constructor_results_1 inner join results as results_1 on (constructor_results_1.constructorresultsid = results_1.resultid ) on (drivers_2.driverid = results_1.resultid ) on (drivers_1.driverid = drivers_2.driverid ) on (constructors_1.constructorid = constructor_results_1.constructorresultsid ) inner join constructor_standings as constructor_standings_1 inner join constructor_standings as constructor_standings_2 inner join races as races_2 inner join constructors as constructors_2 on (races_2.raceid = constructors_2.constructorid ) on (constructor_standings_2.constructorstandingsid = races_2.raceid ) on (constructor_standings_1.constructorstandingsid = constructors_2.constructorid ) on (races_1.raceid = races_2.raceid ) where races_2.name > drivers_1.driverref limit 17;",YES,""
620,"select constructor_standings_1.position, constructors_1.constructorid from constructor_standings as constructor_standings_1 inner join constructors as constructors_1 on (constructor_standings_1.constructorstandingsid = constructors_1.constructorid ) where constructor_standings_1.date <= constructor_standings_1.date limit 12;",YES,""
621,"select constructor_results_1.constructorid, constructor_results_1.date, min( constructor_results_1.raceid), constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.date, constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.raceid from constructor_results as constructor_results_1 where constructor_results_1.raceid > constructor_results_1.constructorresultsid group by constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.date, constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.raceid limit 32;",YES,""
622,"select constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 30;",YES,""
623,"select races_1.year, races_1.name, races_1.year, races_1.round, max( races_1.round), races_1.raceid from races as races_1 where races_1.time is not NULL group by races_1.year, races_1.name, races_1.year, races_1.round, races_1.raceid limit 7;",YES,""
624,"select min( constructor_results_1.points), circuits_1.lat, max( drivers_1.driverid), circuits_1.lng, constructor_results_1.points, count( circuits_1.lat), drivers_1.code from constructor_results as constructor_results_1 inner join drivers as drivers_1 on (constructor_results_1.constructorresultsid = drivers_1.driverid ) inner join circuits as circuits_1 on (drivers_1.driverid = circuits_1.circuitid ) where circuits_1.location is not NULL group by circuits_1.lat, circuits_1.lng, constructor_results_1.points, drivers_1.code limit 29;",YES,""
625,"select constructor_results_1.date, sum( constructor_results_1.points), drivers_3.driverid from drivers as drivers_1 inner join drivers as drivers_2 inner join drivers as drivers_3 on (drivers_2.driverid = drivers_3.driverid ) on (drivers_1.driverid = drivers_2.driverid ) inner join constructor_results as constructor_results_1 on (drivers_3.driverid = constructor_results_1.constructorresultsid ) where drivers_3.dob = constructor_results_1.date group by constructor_results_1.date, drivers_3.driverid limit 38;",YES,""
626,"select circuits_1.alt, circuits_1.circuitid, circuits_1.location, circuits_1.lng, sum( circuits_1.alt), circuits_1.circuitref, circuits_1.alt, circuits_1.circuitref, circuits_1.location, circuits_1.circuitid, circuits_1.alt, circuits_1.lat, circuits_1.country, circuits_1.location, max( circuits_1.alt), circuits_1.lng, max( circuits_1.alt), circuits_1.circuitid, circuits_1.circuitid, circuits_1.alt, circuits_1.location, circuits_1.lat, circuits_1.lat, circuits_1.location, circuits_1.alt from circuits as circuits_1 where circuits_1.circuitref is not NULL group by circuits_1.alt, circuits_1.circuitid, circuits_1.location, circuits_1.lng, circuits_1.circuitref, circuits_1.alt, circuits_1.circuitref, circuits_1.location, circuits_1.circuitid, circuits_1.alt, circuits_1.lat, circuits_1.country, circuits_1.location, circuits_1.lng, circuits_1.circuitid, circuits_1.circuitid, circuits_1.alt, circuits_1.location, circuits_1.lat, circuits_1.lat, circuits_1.location, circuits_1.alt limit 27;",YES,""
627,"select qualifying_1.constructorid, qualifying_1.date, qualifying_1.constructorid from qualifying as qualifying_1 where qualifying_1.position is not NULL limit 31;",YES,""
628,"select standings_1.position, qualifying_2.qualifyid, standings_1.date, constructors_1.constructorref from qualifying as qualifying_1 inner join qualifying as qualifying_2 inner join constructors as constructors_1 on (qualifying_2.qualifyid = constructors_1.constructorid ) on (qualifying_1.qualifyid = qualifying_2.qualifyid ) inner join standings as standings_1 inner join constructor_results as constructor_results_1 inner join constructor_standings as constructor_standings_1 on (constructor_results_1.constructorresultsid = constructor_standings_1.constructorstandingsid ) on (standings_1.driverstandingsid = constructor_results_1.constructorresultsid ) inner join constructor_results as constructor_results_2 on (constructor_standings_1.constructorstandingsid = constructor_results_2.constructorresultsid ) on (qualifying_2.qualifyid = constructor_standings_1.constructorstandingsid ) where constructors_1.constructorid is not NULL limit 42;",YES,""
629,"select races_1.name from races as races_1 inner join qualifying as qualifying_1 on (races_1.raceid = qualifying_1.qualifyid ) where races_1.name is not NULL limit 14;",YES,""
630,"select results_1.points, results_1.raceid, results_1.points, results_1.number, results_1.raceid, results_1.raceid, results_1.resultid, results_1.resultid, results_1.driverid, results_1.raceid, results_1.rank, results_1.positionorder, results_1.positionorder, results_1.position, results_1.points, results_1.date, results_1.position, results_1.constructorid from results as results_1 where results_1.fastestlap is not NULL limit 29;",YES,""
631,"select constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.constructorid, constructor_results_1.date, max( constructor_results_1.date), constructor_results_1.raceid, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL group by constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid, constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.points limit 33;",YES,""
632,"select standings_1.position, standings_1.date from standings as standings_1 where standings_1.position is not NULL limit 9;",YES,""
633,"select drivers_1.driverid, constructor_results_1.raceid, constructor_results_1.raceid, circuits_1.lat, drivers_1.nationality, constructor_results_1.date, circuits_1.circuitid from constructor_results as constructor_results_1 inner join circuits as circuits_1 on (constructor_results_1.constructorresultsid = circuits_1.circuitid ) inner join drivers as drivers_1 inner join constructor_results as constructor_results_2 on (drivers_1.driverid = constructor_results_2.constructorresultsid ) on (constructor_results_1.constructorresultsid = constructor_results_2.constructorresultsid ) where constructor_results_2.constructorresultsid is not NULL limit 8;",YES,""
634,"select circuits_1.circuitid, circuits_1.location, max( circuits_1.alt), circuits_1.lng, circuits_1.circuitid, circuits_1.alt, circuits_1.lng, circuits_1.lat, circuits_1.circuitref, circuits_1.circuitid, circuits_1.circuitid, circuits_1.alt, circuits_1.lng, circuits_1.name, circuits_1.location, circuits_1.alt, count( circuits_1.circuitid), circuits_1.country, circuits_1.alt, circuits_1.name, avg( circuits_1.circuitid), circuits_1.lat, circuits_1.circuitid, circuits_1.circuitid from circuits as circuits_1 where circuits_1.alt is not NULL group by circuits_1.circuitid, circuits_1.location, circuits_1.lng, circuits_1.circuitid, circuits_1.alt, circuits_1.lng, circuits_1.lat, circuits_1.circuitref, circuits_1.circuitid, circuits_1.circuitid, circuits_1.alt, circuits_1.lng, circuits_1.name, circuits_1.location, circuits_1.alt, circuits_1.country, circuits_1.alt, circuits_1.name, circuits_1.lat, circuits_1.circuitid, circuits_1.circuitid limit 6;",YES,""
635,"select avg( constructor_results_1.points), circuits_1.location, constructor_results_1.constructorid, count( circuits_1.location), circuits_1.alt, max( constructor_results_1.date), circuits_1.circuitid, constructor_results_1.constructorid, constructor_results_1.points, circuits_1.country, circuits_1.circuitref from constructor_results as constructor_results_1 inner join circuits as circuits_1 on (constructor_results_1.constructorresultsid = circuits_1.circuitid ) where constructor_results_1.raceid is not NULL group by circuits_1.location, constructor_results_1.constructorid, circuits_1.alt, circuits_1.circuitid, constructor_results_1.constructorid, constructor_results_1.points, circuits_1.country, circuits_1.circuitref limit 38;",YES,""
636,"select results_1.driverid, max( drivers_1.driverref), drivers_1.forename, drivers_1.forename, min( results_1.resultid) from results as results_1 inner join drivers as drivers_1 on (results_1.resultid = drivers_1.driverid ) where drivers_1.driverid is not NULL group by results_1.driverid, drivers_1.forename, drivers_1.forename limit 24;",YES,""
637,"select drivers_1.driverref, drivers_2.forename, drivers_2.forename, drivers_2.driverid, drivers_2.code, results_1.raceid from results as results_1 inner join drivers as drivers_1 on (results_1.resultid = drivers_1.driverid ) inner join standings as standings_1 on (drivers_1.driverid = standings_1.driverstandingsid ) inner join circuits as circuits_1 on (standings_1.driverstandingsid = circuits_1.circuitid ) inner join drivers as drivers_2 inner join standings as standings_2 on (drivers_2.driverid = standings_2.driverstandingsid ) on (drivers_1.driverid = drivers_2.driverid ) where drivers_1.code < circuits_1.location limit 9;",YES,""
638,"select constructors_1.nationality, constructors_1.constructorref, drivers_1.nationality, constructors_1.nationality, drivers_1.code, constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality from drivers as drivers_1 inner join constructors as constructors_1 on (drivers_1.driverid = constructors_1.constructorid ) inner join races as races_1 on (constructors_1.constructorid = races_1.raceid ) where races_1.circuitid is not NULL limit 5;",YES,""
639,"select standings_1.driverid, constructor_results_1.constructorresultsid, constructor_results_1.date, min( constructor_results_1.raceid), constructor_results_1.points from constructor_results as constructor_results_1 inner join standings as standings_1 on (constructor_results_1.constructorresultsid = standings_1.driverstandingsid ) where standings_1.wins is not NULL group by standings_1.driverid, constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points limit 31;",YES,""
640,"select qualifying_1.date from standings as standings_1 inner join qualifying as qualifying_1 on (standings_1.driverstandingsid = qualifying_1.qualifyid ) where qualifying_1.date is not NULL limit 20;",YES,""
641,"select constructors_1.constructorref, constructors_1.nationality from constructors as constructors_1 where constructors_1.name is not NULL limit 17;",YES,""
642,"select constructor_results_1.date, constructor_standings_1.wins, constructor_results_1.date, constructor_results_1.constructorresultsid, constructor_results_1.date, min( constructor_results_1.date), min( constructor_standings_1.date) from constructor_standings as constructor_standings_1 inner join constructor_results as constructor_results_1 on (constructor_standings_1.constructorstandingsid = constructor_results_1.constructorresultsid ) where constructor_results_1.raceid is not NULL group by constructor_results_1.date, constructor_standings_1.wins, constructor_results_1.date, constructor_results_1.constructorresultsid, constructor_results_1.date limit 12;",YES,""
643,"select races_2.time, max( results_1.position), results_1.date from races as races_1 inner join races as races_2 on (races_1.raceid = races_2.raceid ) inner join results as results_1 on (races_1.raceid = results_1.resultid ) where races_1.raceid is not NULL group by races_2.time, results_1.date limit 20;",YES,""
644,"select results_1.milliseconds, max( results_1.date), results_1.fastestlap, results_1.fastestlap from results as results_1 where results_1.raceid is not NULL group by results_1.milliseconds, results_1.fastestlap, results_1.fastestlap limit 25;",YES,""
645,"select min( constructor_results_1.raceid) from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 16;",YES,""
646,"select constructor_standings_1.constructorstandingsid, constructor_standings_1.wins, constructor_standings_1.constructorstandingsid, constructor_standings_1.constructorstandingsid, constructor_standings_1.constructorid, avg( constructor_standings_1.points) from constructor_standings as constructor_standings_1 where constructor_standings_1.points <= constructor_standings_1.points group by constructor_standings_1.constructorstandingsid, constructor_standings_1.wins, constructor_standings_1.constructorstandingsid, constructor_standings_1.constructorstandingsid, constructor_standings_1.constructorid limit 6;",YES,""
647,"select circuits_1.lat, count( circuits_1.lat) from circuits as circuits_1 where circuits_1.circuitref is not NULL group by circuits_1.lat limit 37;",YES,""
648,"select count(*), drivers_1.driverid, drivers_1.forename, drivers_1.dob, drivers_1.code, drivers_1.forename, drivers_1.dob, min( drivers_1.surname), max( drivers_1.dob), drivers_1.forename, drivers_1.code from drivers as drivers_1 where drivers_1.dob < drivers_1.dob group by drivers_1.driverid, drivers_1.forename, drivers_1.dob, drivers_1.code, drivers_1.forename, drivers_1.dob, drivers_1.forename, drivers_1.code limit 19;",YES,""
649,"select constructors_1.name from constructors as constructors_1 inner join drivers as drivers_1 on (constructors_1.constructorid = drivers_1.driverid ) where constructors_1.constructorid is not NULL limit 30;",YES,""
650,"select standings_1.raceid, min( drivers_1.nationality), qualifying_1.number, min( drivers_1.code), qualifying_1.constructorid, drivers_1.nationality, qualifying_1.number, count( drivers_1.surname), qualifying_1.position, standings_1.date, drivers_1.code, results_1.number, results_1.raceid, max( drivers_1.driverref), max( qualifying_1.date), drivers_1.dob, drivers_1.surname, drivers_1.nationality, max( results_1.milliseconds), drivers_1.driverref, drivers_1.driverid, max( qualifying_1.date), drivers_1.surname, standings_1.wins, qualifying_1.date from standings as standings_1 inner join drivers as drivers_1 on (standings_1.driverstandingsid = drivers_1.driverid ) inner join qualifying as qualifying_1 on (standings_1.driverstandingsid = qualifying_1.qualifyid ) inner join results as results_1 on (drivers_1.driverid = results_1.resultid ) where standings_1.position is not NULL group by standings_1.raceid, qualifying_1.number, qualifying_1.constructorid, drivers_1.nationality, qualifying_1.number, qualifying_1.position, standings_1.date, drivers_1.code, results_1.number, results_1.raceid, drivers_1.dob, drivers_1.surname, drivers_1.nationality, drivers_1.driverref, drivers_1.driverid, drivers_1.surname, standings_1.wins, qualifying_1.date limit 19;",YES,""
651,"select constructor_standings_1.points, min( standings_1.date), races_1.name, constructor_standings_1.wins, races_1.year, races_1.year from races as races_1 inner join constructor_standings as constructor_standings_1 inner join standings as standings_1 on (constructor_standings_1.constructorstandingsid = standings_1.driverstandingsid ) on (races_1.raceid = standings_1.driverstandingsid ) where races_1.circuitid is not NULL group by constructor_standings_1.points, races_1.name, constructor_standings_1.wins, races_1.year, races_1.year limit 40;",YES,""
652,"select constructor_standings_1.points from constructor_standings as constructor_standings_1 where constructor_standings_1.date <= constructor_standings_1.date limit 19;",YES,""
653,"select drivers_1.dob, drivers_1.code, constructor_results_1.raceid, drivers_1.forename, constructor_results_1.date, races_1.date, constructor_results_1.constructorresultsid, constructor_results_1.constructorresultsid, races_1.circuitid, races_1.date from races as races_1 inner join drivers as drivers_1 on (races_1.raceid = drivers_1.driverid ) inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) where drivers_1.driverid is not NULL limit 27;",YES,""
654,"select races_1.time, races_1.name, count(*) from races as races_1 where races_1.circuitid is not NULL group by races_1.time, races_1.name limit 18;",YES,""
655,"select circuits_1.name from constructor_standings as constructor_standings_1 inner join constructor_standings as constructor_standings_2 inner join results as results_1 inner join circuits as circuits_1 on (results_1.resultid = circuits_1.circuitid ) on (constructor_standings_2.constructorstandingsid = results_1.resultid ) on (constructor_standings_1.constructorstandingsid = circuits_1.circuitid ) where constructor_standings_2.position is not NULL limit 3;",YES,""
656,"select qualifying_2.position, qualifying_1.date from qualifying as qualifying_1 inner join qualifying as qualifying_2 on (qualifying_1.qualifyid = qualifying_2.qualifyid ) where qualifying_1.date is not NULL limit 26;",YES,""
657,"select min( standings_1.date), standings_1.driverstandingsid, standings_1.date, standings_1.driverstandingsid, standings_1.driverid, count(*), standings_1.driverid, standings_1.raceid, standings_1.driverstandingsid, standings_1.date, standings_1.position, standings_1.position from standings as standings_1 where standings_1.date = standings_1.date group by standings_1.driverstandingsid, standings_1.date, standings_1.driverstandingsid, standings_1.driverid, standings_1.driverid, standings_1.raceid, standings_1.driverstandingsid, standings_1.date, standings_1.position, standings_1.position limit 14;",YES,""
658,"select constructors_1.name, results_1.laps, constructors_1.constructorid, constructors_1.name, constructors_1.name from results as results_1 inner join constructors as constructors_1 on (results_1.resultid = constructors_1.constructorid ) where results_1.position = results_1.fastestlap limit 27;",YES,""
659,"select constructor_standings_2.position, constructor_standings_1.constructorid, constructor_standings_2.position, constructor_standings_2.position, constructor_standings_1.position, min( races_1.date) from constructor_standings as constructor_standings_1 inner join races as races_1 inner join constructor_standings as constructor_standings_2 on (races_1.raceid = constructor_standings_2.constructorstandingsid ) inner join constructors as constructors_1 on (races_1.raceid = constructors_1.constructorid ) on (constructor_standings_1.constructorstandingsid = constructors_1.constructorid ) where races_1.time is not NULL group by constructor_standings_2.position, constructor_standings_1.constructorid, constructor_standings_2.position, constructor_standings_2.position, constructor_standings_1.position limit 34;",YES,""
660,"select distinct count(*), qualifying_1.date from qualifying as qualifying_1 where qualifying_1.date is not NULL group by qualifying_1.date limit 34;",YES,""
661,"select drivers_1.forename, drivers_1.driverid, drivers_1.forename from drivers as drivers_1 where drivers_1.code is not NULL limit 28;",YES,""
662,"select races_1.date from races as races_1 inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) where constructor_results_1.constructorresultsid is not NULL limit 6;",YES,""
663,"select results_1.positionorder, constructors_1.constructorid, results_1.raceid, results_1.driverid, results_1.raceid, results_1.date from drivers as drivers_1 inner join results as results_1 on (drivers_1.driverid = results_1.resultid ) inner join constructors as constructors_1 on (drivers_1.driverid = constructors_1.constructorid ) where drivers_1.code < drivers_1.driverref limit 4;",YES,""
664,"select races_1.time from races as races_1 where races_1.round is not NULL limit 8;",YES,""
665,"select constructors_1.constructorref, constructors_1.constructorref, constructors_1.nationality, constructors_1.nationality, constructors_1.nationality from constructors as constructors_1 where constructors_1.name is not NULL limit 35;",YES,""
666,"select constructor_results_2.constructorid, constructors_2.constructorid, constructors_1.constructorid, constructor_results_2.constructorid, constructor_results_1.date from constructors as constructors_1 inner join constructor_results as constructor_results_1 on (constructors_1.constructorid = constructor_results_1.constructorresultsid ) inner join constructor_results as constructor_results_2 on (constructor_results_1.constructorresultsid = constructor_results_2.constructorresultsid ) inner join constructors as constructors_2 on (constructors_1.constructorid = constructors_2.constructorid ) inner join constructor_standings as constructor_standings_1 inner join circuits as circuits_1 on (constructor_standings_1.constructorstandingsid = circuits_1.circuitid ) inner join standings as standings_1 on (circuits_1.circuitid = standings_1.driverstandingsid ) on (constructors_1.constructorid = constructor_standings_1.constructorstandingsid ) where circuits_1.location is not NULL limit 12;",YES,""
667,"select races_1.name, races_1.raceid from races as races_1 where races_1.year is not NULL limit 25;",YES,""
668,"select results_1.date, circuits_2.lat, circuits_2.alt, constructors_1.name, max( qualifying_1.number), constructors_1.constructorid, results_1.driverid, max( circuits_2.lat), circuits_1.lat, qualifying_1.raceid, constructors_1.constructorref, qualifying_1.number, qualifying_1.constructorid, circuits_1.circuitid from results as results_1 inner join constructors as constructors_1 inner join qualifying as qualifying_1 on (constructors_1.constructorid = qualifying_1.qualifyid ) on (results_1.resultid = constructors_1.constructorid ) inner join circuits as circuits_1 inner join circuits as circuits_2 on (circuits_1.circuitid = circuits_2.circuitid ) on (results_1.resultid = circuits_1.circuitid ) where circuits_2.alt is not NULL group by results_1.date, circuits_2.lat, circuits_2.alt, constructors_1.name, constructors_1.constructorid, results_1.driverid, circuits_1.lat, qualifying_1.raceid, constructors_1.constructorref, qualifying_1.number, qualifying_1.constructorid, circuits_1.circuitid limit 7;",YES,""
669,"select circuits_1.lng from races as races_1 inner join circuits as circuits_1 inner join constructors as constructors_1 on (circuits_1.circuitid = constructors_1.constructorid ) on (races_1.raceid = constructors_1.constructorid ) where races_1.year is not NULL limit 33;",YES,""
670,"select races_1.name, circuits_1.name, constructor_results_2.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.constructorid from races as races_1 inner join constructor_results as constructor_results_1 inner join circuits as circuits_1 on (constructor_results_1.constructorresultsid = circuits_1.circuitid ) inner join constructor_results as constructor_results_2 on (constructor_results_1.constructorresultsid = constructor_results_2.constructorresultsid ) on (races_1.raceid = circuits_1.circuitid ) where races_1.circuitid is not NULL limit 8;",YES,""
671,"select max( drivers_1.driverid), drivers_1.driverid, drivers_1.driverref, drivers_1.forename from drivers as drivers_1 where drivers_1.driverid is not NULL group by drivers_1.driverid, drivers_1.driverref, drivers_1.forename limit 34;",YES,""
