id,query,success,error
311,"select max( region_1.r_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_regionkey is not NULL limit 7;",YES,""
312,"select nation_1.n_nationkey, min( nation_1.n_regionkey), nation_1.n_name, nation_1.n_nationkey, min( nation_1.n_nationkey), nation_1.n_regionkey, max( nation_1.n_regionkey), nation_1.n_nationkey, min( nation_1.n_regionkey), nation_1.n_regionkey, nation_1.n_name, min( nation_1.n_nationkey), nation_1.provsql, nation_1.n_comment, nation_1.n_nationkey, nation_1.n_comment, nation_1.n_regionkey, nation_1.n_comment, nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.provsql is not NULL group by nation_1.n_comment, nation_1.n_name, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.provsql limit 9;",YES,""
313,"select region_1.r_comment, region_1.r_name, region_1.r_name, region_1.r_regionkey, min( region_1.r_regionkey), region_1.r_regionkey , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL group by region_1.r_comment, region_1.r_name, region_1.r_regionkey limit 18;",YES,""
314,"select part_1.p_container, part_1.p_mfgr, part_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_retailprice is not NULL limit 42;",YES,""
315,"select max( lineitem_1.l_suppkey), max( lineitem_1.l_linenumber), lineitem_1.l_commitdate, min( lineitem_1.l_suppkey), lineitem_1.l_linestatus, lineitem_1.l_comment , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.provsql = lineitem_1.provsql group by lineitem_1.l_comment, lineitem_1.l_commitdate, lineitem_1.l_linestatus limit 26;",YES,""
316,"select max( part_1.p_size), supplier_2.s_nationkey, part_1.p_comment, part_1.p_mfgr, part_1.p_name, supplier_2.s_acctbal, supplier_2.s_acctbal, max( part_1.p_size), supplier_1.s_acctbal, supplier_2.s_comment, part_1.provsql, supplier_1.provsql, supplier_2.s_acctbal, supplier_1.s_address, supplier_2.provsql, part_1.p_name, part_1.p_brand, supplier_1.s_acctbal, supplier_2.s_acctbal, part_1.p_brand, max( supplier_2.s_nationkey), supplier_2.provsql, min( part_1.p_partkey), part_1.p_mfgr, supplier_1.s_phone , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join supplier as supplier_1 on (part_1.p_partkey = supplier_1.s_suppkey ) inner join supplier as supplier_2 on (supplier_1.s_suppkey = supplier_2.s_suppkey ) where supplier_1.s_name is not NULL group by part_1.p_brand, part_1.p_comment, part_1.p_mfgr, part_1.p_name, part_1.provsql, supplier_1.provsql, supplier_1.s_acctbal, supplier_1.s_address, supplier_1.s_phone, supplier_2.provsql, supplier_2.s_acctbal, supplier_2.s_comment, supplier_2.s_nationkey limit 30;",YES,""
317,"select region_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL limit 4;",YES,""
318,"select customer_1.c_name, partsupp_1.ps_comment, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost, customer_1.c_name, nation_1.n_comment, max( partsupp_1.ps_availqty) , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 inner join partsupp as partsupp_1 inner join nation as nation_1 on (partsupp_1.ps_partkey = nation_1.n_nationkey ) on (customer_1.c_custkey = nation_1.n_nationkey ) where partsupp_1.ps_comment is not NULL group by customer_1.c_name, nation_1.n_comment, partsupp_1.ps_comment, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost limit 1;",YES,""
319,"select supplier_1.s_nationkey, supplier_1.s_suppkey, supplier_1.s_suppkey, supplier_1.s_address, supplier_1.s_acctbal, min( supplier_1.s_suppkey) , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 where supplier_1.s_comment is not NULL group by supplier_1.s_acctbal, supplier_1.s_address, supplier_1.s_nationkey, supplier_1.s_suppkey limit 27;",YES,""
320,"select nation_1.n_comment, nation_1.n_comment, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.n_regionkey, nation_1.n_name, max( nation_1.n_regionkey), nation_1.n_comment, nation_1.n_nationkey, nation_1.n_name, nation_1.n_comment, nation_1.n_nationkey, nation_1.n_comment, nation_1.provsql, max( nation_1.n_regionkey), nation_1.n_comment, nation_1.n_comment, nation_1.provsql, nation_1.n_comment, nation_1.provsql, nation_1.n_name, min( nation_1.n_regionkey), nation_1.n_name, nation_1.n_name, nation_1.n_nationkey, min( nation_1.n_regionkey), nation_1.n_comment, min( nation_1.n_nationkey), nation_1.n_name, nation_1.n_comment, nation_1.n_comment, nation_1.n_regionkey, nation_1.provsql, nation_1.n_name, nation_1.provsql, nation_1.n_comment, nation_1.n_name, max( nation_1.n_nationkey), nation_1.n_comment, nation_1.n_regionkey, nation_1.n_comment, min( nation_1.n_regionkey), nation_1.n_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_comment is not NULL group by nation_1.n_comment, nation_1.n_name, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.provsql limit 22;",YES,""
321,"select part_1.p_brand, part_1.p_partkey, part_1.p_type, part_1.p_size, min( part_1.p_size), part_1.p_size , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_type is not NULL group by part_1.p_brand, part_1.p_partkey, part_1.p_size, part_1.p_type limit 6;",YES,""
322,"select max( customer_1.c_custkey), customer_1.c_custkey, min( customer_1.c_custkey), region_1.provsql, min( region_1.r_regionkey), customer_1.c_phone, region_1.provsql, customer_1.c_mktsegment , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 inner join region as region_1 on (customer_1.c_custkey = region_1.r_regionkey ) where region_1.r_regionkey is not NULL group by customer_1.c_custkey, customer_1.c_mktsegment, customer_1.c_phone, region_1.provsql limit 16;",YES,""
323,"select customer_1.provsql, max( orders_1.o_custkey) , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 inner join part as part_1 inner join customer as customer_2 on (part_1.p_partkey = customer_2.c_custkey ) on (customer_1.c_custkey = customer_2.c_custkey ) inner join orders as orders_1 on (customer_1.c_custkey = orders_1.o_orderkey ) where part_1.p_size is not NULL group by customer_1.provsql limit 30;",YES,""
324,"select partsupp_1.ps_supplycost , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_comment is not NULL limit 10;",YES,""
325,"select supplier_1.s_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join region as region_2 on (region_1.r_regionkey = region_2.r_regionkey ) inner join supplier as supplier_1 on (region_1.r_regionkey = supplier_1.s_suppkey ) inner join part as part_1 on (region_1.r_regionkey = part_1.p_partkey ) where part_1.p_comment is not NULL limit 22;",YES,""
326,"select nation_1.n_regionkey, nation_1.n_regionkey, nation_1.n_comment, nation_1.n_name, nation_2.n_regionkey, nation_2.provsql, nation_2.n_nationkey, nation_1.n_name, nation_1.n_regionkey, nation_1.n_regionkey, nation_2.n_regionkey, nation_2.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join nation as nation_2 on (nation_1.n_nationkey = nation_2.n_nationkey ) where nation_1.n_nationkey is not NULL limit 4;",YES,""
327,"select customer_1.c_comment, customer_1.c_address, customer_1.c_acctbal, customer_1.c_address, customer_1.c_phone, customer_1.c_name , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_custkey is not NULL limit 35;",YES,""
328,"select part_1.p_comment, region_1.r_comment , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join orders as orders_1 inner join supplier as supplier_1 inner join region as region_1 on (supplier_1.s_suppkey = region_1.r_regionkey ) on (orders_1.o_orderkey = region_1.r_regionkey ) on (part_1.p_partkey = region_1.r_regionkey ) where supplier_1.s_suppkey >= supplier_1.s_nationkey limit 28;",YES,""
329,"select supplier_1.s_name, part_1.p_retailprice, part_1.p_name, nation_1.n_name, min( orders_1.o_custkey), region_1.r_regionkey, region_1.r_name, region_1.r_regionkey, supplier_1.s_comment, orders_1.o_custkey, part_1.p_comment, part_1.p_mfgr, region_1.provsql, supplier_1.provsql, part_1.p_size, region_1.provsql, min( nation_1.n_nationkey), orders_1.o_totalprice, orders_1.o_orderkey, supplier_1.s_comment, max( orders_1.o_custkey), supplier_1.s_address, supplier_1.s_acctbal, max( part_1.p_partkey), region_1.r_name, max( nation_1.n_regionkey), region_1.r_comment, orders_1.o_clerk, region_1.r_name, region_1.r_comment, part_1.p_brand, nation_1.n_name, part_1.p_brand, part_1.provsql, region_1.r_name, region_1.provsql, supplier_1.s_comment, min( supplier_1.s_suppkey), supplier_1.s_name, supplier_1.s_address , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join part as part_1 inner join orders as orders_1 on (part_1.p_partkey = orders_1.o_orderkey ) inner join nation as nation_1 inner join region as region_1 on (nation_1.n_nationkey = region_1.r_regionkey ) on (part_1.p_partkey = nation_1.n_nationkey ) on (supplier_1.s_suppkey = nation_1.n_nationkey ) where orders_1.o_shippriority is not NULL group by nation_1.n_name, orders_1.o_clerk, orders_1.o_custkey, orders_1.o_orderkey, orders_1.o_totalprice, part_1.p_brand, part_1.p_comment, part_1.p_mfgr, part_1.p_name, part_1.p_retailprice, part_1.p_size, part_1.provsql, region_1.provsql, region_1.r_comment, region_1.r_name, region_1.r_regionkey, supplier_1.provsql, supplier_1.s_acctbal, supplier_1.s_address, supplier_1.s_comment, supplier_1.s_name limit 9;",YES,""
330,"select part_1.p_name , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.provsql is not NULL limit 33;",YES,""
331,"select customer_1.c_name, customer_1.c_comment, customer_1.c_phone, customer_1.provsql, customer_1.c_nationkey, customer_1.c_name, customer_1.c_custkey, customer_1.c_mktsegment, customer_1.c_nationkey, customer_1.provsql, customer_1.c_acctbal, customer_1.c_phone, customer_1.c_phone, customer_1.c_nationkey, customer_1.c_nationkey, customer_1.c_acctbal, customer_1.c_phone, customer_1.c_comment, customer_1.c_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.provsql is not NULL limit 41;",YES,""
332,"select lineitem_1.l_partkey , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_discount is not NULL limit 12;",YES,""
333,"select max( orders_1.o_orderkey), orders_1.o_shippriority, orders_1.o_orderstatus, region_1.r_comment, orders_1.o_shippriority, region_1.r_regionkey, orders_1.o_shippriority, orders_1.o_orderpriority, orders_1.o_shippriority, region_1.r_name, orders_1.o_orderdate, min( orders_1.o_shippriority) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join orders as orders_1 on (region_1.r_regionkey = orders_1.o_orderkey ) where orders_1.o_orderpriority < region_1.r_name group by orders_1.o_orderdate, orders_1.o_orderpriority, orders_1.o_orderstatus, orders_1.o_shippriority, region_1.r_comment, region_1.r_name, region_1.r_regionkey limit 34;",YES,""
334,"select nation_1.provsql, nation_1.n_name , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join orders as orders_1 inner join supplier as supplier_1 inner join region as region_1 inner join customer as customer_1 on (region_1.r_regionkey = customer_1.c_custkey ) on (supplier_1.s_suppkey = customer_1.c_custkey ) inner join lineitem as lineitem_1 on (supplier_1.s_suppkey = lineitem_1.l_orderkey ) on (orders_1.o_orderkey = customer_1.c_custkey ) on (nation_1.n_nationkey = region_1.r_regionkey ) where lineitem_1.l_tax is not NULL limit 16;",YES,""
335,"select region_1.r_regionkey, region_1.r_regionkey, region_1.r_name, region_1.provsql, region_1.provsql, region_1.r_comment, region_1.r_regionkey, region_1.r_name, region_1.r_name, region_1.r_name , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL limit 42;",YES,""
336,"select nation_1.provsql, nation_1.provsql, nation_1.provsql, nation_1.n_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_name < nation_1.n_name limit 14;",YES,""
337,"select customer_1.c_acctbal, customer_1.provsql, customer_1.provsql, customer_1.c_phone, customer_1.c_phone, max( customer_1.c_custkey), customer_1.c_custkey, customer_1.c_mktsegment, min( customer_1.c_custkey), customer_1.c_phone, customer_1.c_name, min( customer_1.c_nationkey), customer_1.c_comment, customer_1.c_address, customer_1.c_comment, customer_1.c_acctbal, max( customer_1.c_custkey), customer_1.c_address, customer_1.provsql, min( customer_1.c_nationkey), customer_1.c_custkey , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_comment is not NULL group by customer_1.c_acctbal, customer_1.c_address, customer_1.c_comment, customer_1.c_custkey, customer_1.c_mktsegment, customer_1.c_name, customer_1.c_phone, customer_1.provsql limit 10;",YES,""
338,"select max( lineitem_1.l_orderkey) , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join part as part_1 on (lineitem_1.l_orderkey = part_1.p_partkey ) inner join lineitem as lineitem_2 on (lineitem_1.l_orderkey = lineitem_2.l_orderkey ) where part_1.p_name is not NULL limit 9;",YES,""
339,"select nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_regionkey is not NULL limit 26;",YES,""
340,"select region_1.r_regionkey, region_1.provsql, max( region_1.r_regionkey), region_1.r_name, region_1.r_regionkey, max( region_1.r_regionkey), region_1.provsql, region_1.r_regionkey, region_1.r_name, region_1.r_name, region_1.provsql, region_1.r_name, region_1.r_comment, region_1.r_name, region_1.r_regionkey, region_1.r_name, max( region_1.r_regionkey), region_1.provsql, region_1.r_regionkey, max( region_1.r_regionkey), region_1.r_regionkey, region_1.r_comment, region_1.provsql, region_1.provsql, region_1.r_comment, region_1.r_name, min( region_1.r_regionkey), region_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL group by region_1.provsql, region_1.r_comment, region_1.r_name, region_1.r_regionkey limit 36;",YES,""
341,"select partsupp_1.ps_availqty, partsupp_1.provsql, partsupp_1.ps_comment, partsupp_1.ps_suppkey, partsupp_1.ps_suppkey, min( partsupp_1.ps_partkey), partsupp_1.provsql, partsupp_1.ps_partkey, partsupp_1.ps_partkey, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost, partsupp_1.ps_partkey, partsupp_1.ps_suppkey , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_supplycost is not NULL group by partsupp_1.provsql, partsupp_1.ps_availqty, partsupp_1.ps_comment, partsupp_1.ps_partkey, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost limit 9;",YES,""
342,"select orders_1.o_totalprice, orders_1.o_orderpriority, orders_1.o_shippriority , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_shippriority >= orders_1.o_custkey limit 42;",YES,""
343,"select supplier_1.s_comment, supplier_1.s_acctbal, lineitem_1.l_linestatus, orders_1.o_orderdate, supplier_1.s_nationkey, min( lineitem_1.l_partkey), lineitem_1.l_shipdate, supplier_1.s_phone, min( lineitem_2.l_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 inner join customer as customer_1 on (region_1.r_regionkey = customer_1.c_custkey ) inner join orders as orders_1 inner join lineitem as lineitem_1 on (orders_1.o_orderkey = lineitem_1.l_orderkey ) on (customer_1.c_custkey = orders_1.o_orderkey ) inner join region as region_2 inner join supplier as supplier_1 inner join lineitem as lineitem_2 inner join part as part_1 on (lineitem_2.l_orderkey = part_1.p_partkey ) on (supplier_1.s_suppkey = part_1.p_partkey ) on (region_2.r_regionkey = supplier_1.s_suppkey ) on (customer_1.c_custkey = region_2.r_regionkey ) where orders_1.o_clerk < lineitem_1.l_linestatus group by lineitem_1.l_linestatus, lineitem_1.l_shipdate, orders_1.o_orderdate, supplier_1.s_acctbal, supplier_1.s_comment, supplier_1.s_nationkey, supplier_1.s_phone limit 15;",YES,""
344,"select min( orders_1.o_orderkey), orders_2.o_shippriority, nation_1.n_nationkey, orders_1.provsql, orders_2.o_totalprice, max( nation_1.n_regionkey), orders_2.o_custkey, nation_1.n_regionkey, max( nation_1.n_regionkey), nation_1.n_regionkey, nation_1.n_nationkey, orders_2.o_totalprice, nation_1.provsql, nation_1.n_regionkey, orders_2.o_custkey, orders_1.o_shippriority, orders_1.o_comment, max( orders_1.o_custkey) , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join orders as orders_2 inner join nation as nation_1 on (orders_2.o_orderkey = nation_1.n_nationkey ) on (orders_1.o_orderkey = orders_2.o_orderkey ) where orders_1.o_shippriority = orders_2.o_custkey group by nation_1.n_nationkey, nation_1.n_regionkey, nation_1.provsql, orders_1.o_comment, orders_1.o_shippriority, orders_1.provsql, orders_2.o_custkey, orders_2.o_shippriority, orders_2.o_totalprice limit 30;",YES,""
345,"select orders_1.o_comment , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join customer as customer_1 on (orders_1.o_orderkey = customer_1.c_custkey ) where customer_1.c_phone is not NULL limit 27;",YES,""
346,"select orders_1.o_totalprice, min( orders_1.o_shippriority) , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_shippriority is not NULL group by orders_1.o_totalprice limit 35;",YES,""
347,"select max( orders_1.o_custkey), min( supplier_1.s_nationkey), nation_1.n_comment, orders_1.provsql, orders_1.o_orderdate, min( supplier_1.s_nationkey), supplier_1.s_comment, min( orders_1.o_shippriority), max( supplier_1.s_nationkey) , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 inner join nation as nation_1 on (supplier_1.s_suppkey = nation_1.n_nationkey ) inner join orders as orders_1 on (supplier_1.s_suppkey = orders_1.o_orderkey ) where supplier_1.s_comment is not NULL group by nation_1.n_comment, orders_1.o_orderdate, orders_1.provsql, supplier_1.s_comment limit 29;",YES,""
348,"select partsupp_1.ps_suppkey, min( partsupp_1.ps_partkey), partsupp_1.ps_availqty, partsupp_1.ps_comment, partsupp_1.ps_availqty, partsupp_1.ps_suppkey, partsupp_1.ps_suppkey, partsupp_1.ps_availqty, partsupp_1.ps_suppkey, partsupp_1.provsql, max( partsupp_1.ps_suppkey), min( partsupp_1.ps_suppkey), partsupp_1.ps_partkey, partsupp_1.ps_suppkey, partsupp_1.ps_comment , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.provsql is not NULL group by partsupp_1.provsql, partsupp_1.ps_availqty, partsupp_1.ps_comment, partsupp_1.ps_partkey, partsupp_1.ps_suppkey limit 14;",YES,""
349,"select region_1.r_comment, region_1.r_comment, region_1.r_comment, region_1.r_name, region_1.r_name, min( region_1.r_regionkey), region_1.r_comment, region_1.r_comment, region_1.provsql, region_1.r_regionkey , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_name >= region_1.r_name group by region_1.provsql, region_1.r_comment, region_1.r_name, region_1.r_regionkey limit 34;",YES,""
350,"select region_1.provsql, region_1.provsql, region_1.r_comment, region_1.r_regionkey, region_1.provsql, region_1.r_regionkey, region_1.r_comment , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.r_comment is not NULL limit 14;",YES,""
351,"select customer_1.c_address, customer_1.c_address, customer_1.c_name, customer_1.c_comment, customer_1.c_nationkey , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_comment is not NULL limit 11;",YES,""
352,"select supplier_1.s_phone, supplier_1.provsql, supplier_1.s_suppkey, supplier_1.s_name, supplier_1.provsql, supplier_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 where supplier_1.s_address is not NULL limit 39;",YES,""
353,"select part_1.p_brand, max( customer_1.c_custkey), part_1.p_partkey, customer_1.c_comment, customer_1.c_custkey, part_1.p_size, customer_1.c_phone , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join customer as customer_1 inner join region as region_1 on (customer_1.c_custkey = region_1.r_regionkey ) on (part_1.p_partkey = region_1.r_regionkey ) where part_1.provsql >= customer_1.provsql group by customer_1.c_comment, customer_1.c_custkey, customer_1.c_phone, part_1.p_brand, part_1.p_partkey, part_1.p_size limit 35;",YES,""
354,"select max( customer_1.c_nationkey), customer_1.provsql, min( customer_1.c_nationkey), customer_1.c_address , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 inner join customer as customer_1 on (nation_1.n_nationkey = customer_1.c_custkey ) where customer_1.c_address is not NULL group by customer_1.c_address, customer_1.provsql limit 18;",YES,""
355,"select lineitem_1.l_comment, lineitem_1.l_tax, max( lineitem_1.l_partkey) , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_discount is not NULL group by lineitem_1.l_comment, lineitem_1.l_tax limit 12;",YES,""
356,"select region_1.provsql, region_1.r_comment, max( region_1.r_regionkey), region_1.r_comment, min( region_1.r_regionkey) , provsql.sr_why(provsql.provenance(), 'provmap') from region as region_1 where region_1.provsql is not NULL group by region_1.provsql, region_1.r_comment limit 10;",YES,""
357,"select orders_2.o_totalprice, orders_2.o_custkey, partsupp_1.ps_supplycost, orders_2.o_clerk, partsupp_1.ps_partkey, orders_1.o_totalprice, partsupp_1.provsql, partsupp_1.ps_supplycost, orders_1.o_comment, partsupp_1.provsql, partsupp_1.ps_partkey, orders_1.o_clerk, min( orders_1.o_shippriority), orders_2.o_orderkey, partsupp_1.ps_comment, orders_2.o_orderstatus, partsupp_1.ps_suppkey, partsupp_1.ps_comment, max( orders_1.o_orderkey), partsupp_1.ps_partkey, orders_2.o_shippriority, orders_2.o_orderkey, orders_2.o_orderstatus , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 inner join orders as orders_1 on (partsupp_1.ps_partkey = orders_1.o_orderkey ) inner join orders as orders_2 on (partsupp_1.ps_partkey = orders_2.o_orderkey ) where orders_2.provsql is not NULL group by orders_1.o_clerk, orders_1.o_comment, orders_1.o_totalprice, orders_2.o_clerk, orders_2.o_custkey, orders_2.o_orderkey, orders_2.o_orderstatus, orders_2.o_shippriority, orders_2.o_totalprice, partsupp_1.provsql, partsupp_1.ps_comment, partsupp_1.ps_partkey, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost limit 33;",YES,""
358,"select min( supplier_1.s_suppkey), supplier_1.s_nationkey, supplier_1.s_comment, supplier_1.s_acctbal, supplier_1.provsql, supplier_1.s_address, supplier_1.s_address , provsql.sr_why(provsql.provenance(), 'provmap') from supplier as supplier_1 where supplier_1.s_name is not NULL group by supplier_1.provsql, supplier_1.s_acctbal, supplier_1.s_address, supplier_1.s_comment, supplier_1.s_nationkey limit 26;",YES,""
359,"select supplier_1.s_name, part_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join supplier as supplier_1 on (part_1.p_partkey = supplier_1.s_suppkey ) where part_1.p_partkey is not NULL limit 17;",YES,""
360,"select customer_1.c_name , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 inner join customer as customer_1 on (orders_1.o_orderkey = customer_1.c_custkey ) where customer_1.c_phone is not NULL limit 8;",YES,""
361,"select partsupp_1.ps_supplycost, partsupp_1.ps_partkey, partsupp_1.provsql, partsupp_1.ps_suppkey, partsupp_1.ps_availqty, partsupp_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from partsupp as partsupp_1 where partsupp_1.ps_comment is not NULL limit 9;",YES,""
362,"select supplier_1.s_address, supplier_1.s_nationkey, part_1.p_type, lineitem_1.l_shipdate, lineitem_2.l_discount , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 inner join lineitem as lineitem_2 on (lineitem_1.l_orderkey = lineitem_2.l_orderkey ) inner join part as part_1 on (lineitem_1.l_orderkey = part_1.p_partkey ) inner join supplier as supplier_1 inner join orders as orders_1 on (supplier_1.s_suppkey = orders_1.o_orderkey ) inner join customer as customer_1 on (orders_1.o_orderkey = customer_1.c_custkey ) on (lineitem_2.l_orderkey = orders_1.o_orderkey ) where lineitem_1.l_orderkey is not NULL limit 5;",YES,""
363,"select part_1.provsql, part_1.p_container, part_1.p_comment, part_1.p_size, supplier_1.s_comment , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 inner join supplier as supplier_1 on (part_1.p_partkey = supplier_1.s_suppkey ) where part_1.p_brand is not NULL limit 26;",YES,""
364,"select nation_1.provsql, nation_1.n_name, min( nation_1.n_nationkey), nation_1.n_nationkey, nation_1.n_regionkey, nation_1.n_name, nation_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from nation as nation_1 where nation_1.n_name is not NULL group by nation_1.n_name, nation_1.n_nationkey, nation_1.n_regionkey, nation_1.provsql limit 21;",YES,""
365,"select part_1.p_container, part_1.provsql, part_1.p_brand, min( part_1.p_size), part_1.p_brand, part_1.p_type, max( part_1.p_size), part_1.p_type, part_1.p_size, part_1.p_name, part_1.p_type , provsql.sr_why(provsql.provenance(), 'provmap') from part as part_1 where part_1.p_size is not NULL group by part_1.p_brand, part_1.p_container, part_1.p_name, part_1.p_size, part_1.p_type, part_1.provsql limit 3;",YES,""
366,"select min( customer_1.c_custkey), customer_1.c_phone , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_phone is not NULL group by customer_1.c_phone limit 3;",YES,""
367,"select lineitem_1.provsql, lineitem_1.l_quantity, lineitem_1.l_linenumber , provsql.sr_why(provsql.provenance(), 'provmap') from lineitem as lineitem_1 where lineitem_1.l_returnflag is not NULL limit 21;",YES,""
368,"select orders_1.o_clerk, orders_1.o_totalprice, orders_1.o_orderstatus, orders_1.o_comment, orders_1.o_orderkey, orders_1.o_comment, orders_1.o_orderpriority, orders_1.o_clerk, orders_1.o_comment, orders_1.o_orderpriority, max( orders_1.o_orderkey), orders_1.o_totalprice, orders_1.provsql , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_shippriority is not NULL group by orders_1.o_clerk, orders_1.o_comment, orders_1.o_orderkey, orders_1.o_orderpriority, orders_1.o_orderstatus, orders_1.o_totalprice, orders_1.provsql limit 2;",YES,""
369,"select customer_1.provsql, customer_1.c_phone, customer_1.c_address, min( customer_1.c_custkey), customer_1.c_acctbal, customer_1.c_nationkey, customer_1.c_custkey, customer_1.c_acctbal, min( customer_1.c_nationkey), customer_1.c_custkey, max( customer_1.c_nationkey), customer_1.c_nationkey, min( customer_1.c_nationkey), customer_1.c_nationkey, customer_1.c_acctbal, customer_1.c_mktsegment, min( customer_1.c_nationkey), min( customer_1.c_custkey), customer_1.c_phone, customer_1.c_address, customer_1.c_nationkey, customer_1.c_nationkey, customer_1.c_acctbal, customer_1.c_comment, customer_1.c_name, customer_1.c_mktsegment, customer_1.c_mktsegment, min( customer_1.c_nationkey) , provsql.sr_why(provsql.provenance(), 'provmap') from customer as customer_1 where customer_1.c_custkey < customer_1.c_nationkey group by customer_1.c_acctbal, customer_1.c_address, customer_1.c_comment, customer_1.c_custkey, customer_1.c_mktsegment, customer_1.c_name, customer_1.c_nationkey, customer_1.c_phone, customer_1.provsql limit 26;",YES,""
370,"select orders_1.o_orderpriority, orders_1.o_comment, orders_1.provsql, max( orders_1.o_shippriority), min( orders_1.o_shippriority), orders_1.o_orderstatus, orders_1.o_orderdate, orders_1.o_custkey, orders_1.o_shippriority, orders_1.o_shippriority, orders_1.o_shippriority , provsql.sr_why(provsql.provenance(), 'provmap') from orders as orders_1 where orders_1.o_orderpriority is not NULL group by orders_1.o_comment, orders_1.o_custkey, orders_1.o_orderdate, orders_1.o_orderpriority, orders_1.o_orderstatus, orders_1.o_shippriority, orders_1.provsql limit 14;",YES,""
