id,query,success,error
124,"select part.p_type, part.p_partkey, part.p_partkey, part.p_type, part.p_brand from part where part.p_size is NULL limit 122;",YES,""
125,"select max( cast(cast(null as ""timestamp"") as ""timestamp"")), region.r_comment, region.r_comment, max( cast(cast(null as float4) as float4)), region.r_regionkey from region where region.r_regionkey is NULL limit 30;",NO,"ERREUR:  la colonne « region.r_comment » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : region.r_comment,           ^"
126,"select part.p_partkey, part.p_name, count( cast(part.p_brand as bpchar)), part.p_comment, part.p_name, part.p_container, part.p_retailprice, part.p_type, part.p_size, part.p_name from part where part.p_partkey <= part.p_partkey;",NO,"ERREUR:  la colonne « part.p_partkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : part.p_partkey,           ^"
127,"select nation.n_nationkey, lineitem.l_tax from nation inner join lineitem on (lineitem.l_shipdate = lineitem.l_receiptdate) inner join region on (nation.n_comment = region.r_comment ) where lineitem.l_returnflag = region.r_name;",YES,""
128,"select partsupp.ps_comment, part.p_brand, partsupp.ps_suppkey, part.p_comment, partsupp.ps_partkey, avg( cast(lineitem.l_tax as ""numeric"")) from part inner join lineitem inner join supplier on (lineitem.l_extendedprice >= lineitem.l_tax) inner join partsupp inner join partsupp on (partsupp.ps_availqty > partsupp.ps_suppkey) inner join nation on (nation.n_name < nation.n_name) on (lineitem.l_quantity = partsupp.ps_supplycost ) on (supplier.s_phone is not NULL) where partsupp.ps_comment is NULL limit 124;",NO,"ERREUR:  le nom de la table « partsupp » est spécifié plus d'une fois"
129,"select min( cast(cast(null as money) as money)), nation.n_nationkey from customer inner join nation inner join lineitem on (nation.n_name > nation.n_name) on (nation.n_comment is not NULL) where lineitem.l_quantity is NULL;",NO,"ERREUR:  la colonne « nation.n_nationkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : nation.n_nationkey           ^"
130,"select nation.n_nationkey, lineitem.l_extendedprice from customer inner join nation inner join lineitem on (lineitem.l_extendedprice > lineitem.l_discount) on (nation.n_regionkey is not NULL) where lineitem.l_linestatus is NULL limit 96;",YES,""
131,"select supplier.s_nationkey, supplier.s_suppkey, supplier.s_phone, supplier.s_nationkey, supplier.s_nationkey from supplier where supplier.s_suppkey is NULL;",YES,""
132,"select supplier.s_acctbal, orders.o_shippriority, lineitem.l_orderkey, max( cast(cast(null as text) as text)), nation.n_name, lineitem.l_comment, nation.n_nationkey, avg( cast(cast(null as ""interval"") as ""interval"")), lineitem.l_shipdate, avg( cast(supplier.s_acctbal as ""numeric"")), region.r_name, supplier.s_suppkey, region.r_name, customer.c_name, count(*), lineitem.l_discount, lineitem.l_extendedprice, min( cast(cast(null as money) as money)), nation.n_comment from region inner join lineitem on (lineitem.l_receiptdate = lineitem.l_commitdate) inner join customer inner join region on (region.r_name < customer.c_phone) inner join orders inner join nation inner join lineitem on (lineitem.l_commitdate > lineitem.l_commitdate) on (lineitem.l_extendedprice = lineitem.l_tax) inner join lineitem on (orders.o_custkey >= lineitem.l_linenumber) on (nation.n_regionkey < lineitem.l_orderkey) on (lineitem.l_discount = lineitem.l_quantity ) inner join supplier on (orders.o_totalprice is NULL) where lineitem.l_shipdate >= lineitem.l_shipdate;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
133,"select orders.o_comment, orders.o_shippriority, part.p_retailprice from orders inner join orders on (orders.o_custkey < orders.o_orderkey) inner join part on (part.p_type is NULL) where part.p_retailprice is NULL limit 122;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
134,"select part.p_type, part.p_container, part.p_size, part.p_partkey, part.p_mfgr, part.p_mfgr, part.p_name, part.p_size, part.p_mfgr, avg( cast(part.p_retailprice as ""numeric"")), part.p_type from part where part.p_type is not NULL;",NO,"ERREUR:  la colonne « part.p_type » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : part.p_type,           ^"
135,"select nation.n_comment, nation.n_nationkey from nation where nation.n_name is NULL limit 141;",YES,""
136,"select min( cast(cast(null as int2) as int2)), max( cast(cast(null as inet) as inet)), lineitem.l_orderkey, lineitem.l_linenumber, lineitem.l_linenumber, lineitem.l_suppkey, lineitem.l_receiptdate, lineitem.l_linestatus, lineitem.l_linestatus, lineitem.l_commitdate, lineitem.l_linestatus, lineitem.l_discount, lineitem.l_returnflag, min( cast(cast(null as pg_lsn) as pg_lsn)), lineitem.l_receiptdate, avg( cast(cast(null as int8) as int8)) from lineitem where lineitem.l_commitdate > lineitem.l_shipdate limit 159;",NO,"ERREUR:  la colonne « lineitem.l_orderkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 6 : lineitem.l_orderkey,           ^"
137,"select nation.n_regionkey, nation.n_name, partsupp.ps_suppkey, min( cast(orders.o_orderdate as date)), region.r_regionkey, partsupp.ps_supplycost, partsupp.ps_comment, orders.o_totalprice, nation.n_name, min( cast(cast(null as ""interval"") as ""interval"")), nation.n_nationkey, partsupp.ps_supplycost, nation.n_comment, orders.o_orderdate, partsupp.ps_availqty, nation.n_name, partsupp.ps_comment, max( cast(orders.o_clerk as bpchar)), partsupp.ps_availqty from partsupp inner join orders inner join region on (orders.o_totalprice = orders.o_totalprice) on (orders.o_orderstatus > orders.o_orderpriority) inner join partsupp on (partsupp.ps_partkey < orders.o_custkey) inner join nation on (partsupp.ps_availqty = nation.n_nationkey ) where region.r_regionkey is NULL limit 117;",NO,"ERREUR:  le nom de la table « partsupp » est spécifié plus d'une fois"
138,"select orders.o_orderdate, max( cast(cast(null as int2) as int2)), max( cast(cast(null as xid8) as xid8)), region.r_comment, region.r_comment from orders inner join region on (orders.o_orderkey is not NULL) where orders.o_totalprice <= orders.o_totalprice;",NO,"ERREUR:  la colonne « orders.o_orderdate » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderdate,           ^"
139,"select avg( cast(cast(null as float4) as float4)) from customer inner join supplier on (supplier.s_acctbal >= customer.c_acctbal) inner join nation on (supplier.s_phone < supplier.s_name) inner join supplier on (customer.c_custkey = supplier.s_suppkey ) where nation.n_nationkey is not NULL limit 113;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
140,"select customer.c_comment, supplier.s_suppkey, supplier.s_suppkey, supplier.s_acctbal, supplier.s_suppkey from nation inner join nation inner join supplier inner join supplier on (supplier.s_comment = supplier.s_address ) on (supplier.s_phone > supplier.s_name) inner join lineitem on (lineitem.l_receiptdate >= lineitem.l_commitdate) on (lineitem.l_partkey <= lineitem.l_orderkey) inner join customer on (supplier.s_phone is NULL) where lineitem.l_receiptdate <= lineitem.l_commitdate;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
141,"select supplier.s_suppkey from supplier where supplier.s_comment is not NULL limit 21;",YES,""
142,"select lineitem.l_shipinstruct, region.r_comment, region.r_regionkey from customer inner join orders on (orders.o_orderdate < orders.o_orderdate) inner join region inner join lineitem inner join customer inner join partsupp on (customer.c_phone > customer.c_phone) on (partsupp.ps_supplycost < lineitem.l_quantity) on (lineitem.l_returnflag = customer.c_phone) on (lineitem.l_receiptdate >= lineitem.l_commitdate) inner join region on (orders.o_orderpriority is NULL) where customer.c_acctbal > lineitem.l_extendedprice limit 126;",NO,"ERREUR:  le nom de la table « customer » est spécifié plus d'une fois"
143,"select nation.n_name, orders.o_comment, sum( cast(cast(null as int2) as int2)), part.p_mfgr, supplier.s_phone from orders inner join part on (part.p_size >= orders.o_shippriority) inner join nation inner join orders inner join region inner join part on (region.r_name = part.p_mfgr ) inner join nation inner join lineitem on (lineitem.l_commitdate <= lineitem.l_receiptdate) on (lineitem.l_shipmode <= nation.n_name) on (part.p_retailprice < lineitem.l_discount) on (nation.n_name = lineitem.l_returnflag ) inner join supplier on (part.p_retailprice >= lineitem.l_extendedprice) inner join region on (lineitem.l_discount <= orders.o_totalprice) on (region.r_comment is not NULL) where supplier.s_address is NULL limit 101;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
144,"select orders.o_orderstatus, orders.o_totalprice, orders.o_orderpriority, orders.o_orderstatus, orders.o_totalprice, orders.o_shippriority, orders.o_clerk, orders.o_orderpriority, orders.o_comment, orders.o_totalprice, orders.o_orderpriority from orders where orders.o_orderkey is not NULL limit 99;",YES,""
145,"select sum( cast(supplier.s_acctbal as ""numeric"")), supplier.s_nationkey, supplier.s_comment, supplier.s_acctbal, supplier.s_name, supplier.s_acctbal, supplier.s_name from supplier where supplier.s_comment is NULL;",NO,"ERREUR:  la colonne « supplier.s_nationkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : supplier.s_nationkey,           ^"
146,"select customer.c_address from orders inner join nation on (orders.o_totalprice < orders.o_totalprice) inner join orders inner join region inner join customer on (customer.c_acctbal <= customer.c_acctbal) on (orders.o_orderdate = orders.o_orderdate) on (orders.o_orderkey >= orders.o_orderkey) inner join partsupp inner join region on (region.r_regionkey = partsupp.ps_partkey) inner join region inner join orders on (orders.o_totalprice < orders.o_totalprice) on (region.r_name >= orders.o_clerk) inner join supplier on (orders.o_shippriority = orders.o_orderkey) inner join region inner join customer on (customer.c_acctbal >= customer.c_acctbal) inner join orders inner join region inner join nation on (region.r_name = nation.n_name) on (orders.o_totalprice = orders.o_totalprice) inner join part on (part.p_retailprice < orders.o_totalprice) on (part.p_retailprice > customer.c_acctbal) on (partsupp.ps_supplycost > orders.o_totalprice) on (orders.o_shippriority < partsupp.ps_suppkey) where nation.n_comment is NULL;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
147,"select orders.o_totalprice, part.p_retailprice from orders inner join nation on (orders.o_orderpriority <= orders.o_orderpriority) inner join orders inner join customer inner join part on (part.p_retailprice = part.p_retailprice) on (orders.o_orderdate > orders.o_orderdate) on (orders.o_orderstatus >= part.p_container) inner join supplier inner join supplier on (supplier.s_phone = supplier.s_name) on (orders.o_clerk is not NULL) where supplier.s_nationkey is NULL limit 148;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
148,"select customer.c_address from customer where customer.c_mktsegment is NULL;",YES,""
149,"select supplier.s_nationkey, supplier.s_suppkey from supplier where supplier.s_nationkey < supplier.s_suppkey;",YES,""
150,"select lineitem.l_receiptdate, sum( cast(region.r_regionkey as int4)), part.p_retailprice, lineitem.l_tax from lineitem inner join region inner join lineitem on (lineitem.l_returnflag <= lineitem.l_shipinstruct) inner join lineitem on (lineitem.l_returnflag = lineitem.l_returnflag ) inner join part on (lineitem.l_quantity <= lineitem.l_quantity) on (lineitem.l_commitdate >= lineitem.l_shipdate) inner join supplier inner join part on (supplier.s_name <= supplier.s_phone) on (part.p_partkey is not NULL) where part.p_retailprice is NULL limit 86;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
151,"select supplier.s_address, supplier.s_phone from supplier where supplier.s_name > supplier.s_phone;",YES,""
152,"select customer.c_mktsegment, customer.c_phone, customer.c_address from customer where customer.c_phone is NULL limit 98;",YES,""
153,"select part.p_name from part where part.p_retailprice is not NULL limit 156;",YES,""
154,"select partsupp.ps_partkey, part.p_container, min( cast(cast(null as anyarray) as anyarray)) from nation inner join partsupp inner join customer on (customer.c_acctbal < customer.c_acctbal) on (customer.c_acctbal = customer.c_acctbal) inner join partsupp inner join supplier on (supplier.s_nationkey = supplier.s_suppkey) on (partsupp.ps_availqty >= partsupp.ps_availqty) inner join part on (partsupp.ps_partkey = part.p_partkey ) where nation.n_nationkey is NULL limit 75;",NO,"ERREUR:  le nom de la table « partsupp » est spécifié plus d'une fois"
155,"select part.p_container, part.p_brand from part where part.p_retailprice <= part.p_retailprice;",YES,""
156,"select sum( cast(cast(null as money) as money)) from part where part.p_retailprice is NULL limit 116;",YES,""
157,"select part.p_partkey, part.p_mfgr from part inner join orders inner join part inner join customer on (part.p_container = customer.c_phone ) on (orders.o_orderkey = part.p_partkey) on (orders.o_shippriority <= orders.o_shippriority) inner join customer inner join part on (customer.c_phone <= part.p_mfgr) on (customer.c_comment = customer.c_name ) where customer.c_mktsegment is NULL;",NO,"ERREUR:  le nom de la table « part » est spécifié plus d'une fois"
158,"select partsupp.ps_availqty, partsupp.ps_availqty, max( cast(cast(null as ""time"") as ""time"")), partsupp.ps_partkey, partsupp.ps_partkey from partsupp where partsupp.ps_partkey is not NULL limit 113;",NO,"ERREUR:  la colonne « partsupp.ps_availqty » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : partsupp.ps_availqty,           ^"
159,"select avg( cast(customer.c_acctbal as ""numeric"")), customer.c_phone from customer where customer.c_acctbal < customer.c_acctbal limit 155;",NO,"ERREUR:  la colonne « customer.c_phone » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : customer.c_phone           ^"
160,"select region.r_name from region inner join region on (region.r_comment is not NULL) where region.r_name is NULL limit 55;",NO,"ERREUR:  le nom de la table « region » est spécifié plus d'une fois"
161,"select supplier.s_acctbal, supplier.s_acctbal, supplier.s_suppkey, max( cast(cast(null as money) as money)), supplier.s_suppkey, supplier.s_name, supplier.s_comment, supplier.s_address, supplier.s_comment, supplier.s_comment from supplier where supplier.s_acctbal is not NULL;",NO,"ERREUR:  la colonne « supplier.s_acctbal » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : supplier.s_acctbal,           ^"
162,"select lineitem.l_partkey, lineitem.l_commitdate, lineitem.l_discount, lineitem.l_discount, lineitem.l_comment from lineitem where lineitem.l_orderkey is NULL limit 79;",YES,""
163,"select customer.c_phone from customer where customer.c_acctbal < customer.c_acctbal limit 100;",YES,""
164,"select customer.c_address, max( cast(cast(null as anyarray) as anyarray)), sum( cast(customer.c_nationkey as int4)) from customer where customer.c_acctbal is NULL;",NO,"ERREUR:  la colonne « customer.c_address » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : customer.c_address,           ^"
165,"select lineitem.l_shipinstruct, lineitem.l_discount, lineitem.l_suppkey, lineitem.l_suppkey, lineitem.l_shipmode, lineitem.l_quantity from lineitem where lineitem.l_quantity is NULL limit 82;",YES,""
166,"select min( cast(cast(null as tid) as tid)), nation.n_comment, part.p_comment, orders.o_orderpriority from region inner join part inner join nation on (part.p_partkey > part.p_partkey) on (part.p_mfgr < part.p_brand) inner join orders inner join orders on (orders.o_orderkey <= orders.o_orderkey) on (part.p_container is NULL) where orders.o_custkey is not NULL;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
167,"select supplier.s_suppkey, customer.c_custkey, customer.c_address, partsupp.ps_availqty, customer.c_name, min( cast(cast(null as anyarray) as anyarray)), partsupp.ps_supplycost, orders.o_orderstatus, customer.c_comment, supplier.s_suppkey from supplier inner join partsupp inner join supplier on (partsupp.ps_supplycost < supplier.s_acctbal) on (supplier.s_comment = supplier.s_address ) inner join orders inner join orders inner join supplier on (orders.o_totalprice <= orders.o_totalprice) on (orders.o_orderpriority >= supplier.s_phone) on (orders.o_custkey < partsupp.ps_partkey) inner join customer inner join partsupp on (customer.c_acctbal >= customer.c_acctbal) inner join supplier on (customer.c_mktsegment = supplier.s_name ) on (supplier.s_nationkey > partsupp.ps_suppkey) inner join partsupp on (supplier.s_comment is not NULL) where partsupp.ps_supplycost is not NULL limit 86;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
168,"select orders.o_orderkey, min( cast(cast(null as float8) as float8)), orders.o_shippriority, orders.o_orderpriority, orders.o_totalprice, orders.o_orderpriority from orders where orders.o_shippriority is not NULL;",NO,"ERREUR:  la colonne « orders.o_orderkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderkey,           ^"
169,"select orders.o_orderpriority, orders.o_totalprice from orders where orders.o_shippriority is not NULL limit 136;",YES,""
170,"select orders.o_shippriority, orders.o_comment, orders.o_orderkey, orders.o_orderpriority from orders where orders.o_shippriority is not NULL limit 156;",YES,""
171,"select orders.o_orderdate, orders.o_orderdate, orders.o_comment, min( cast(cast(null as ""time"") as ""time"")) from orders where orders.o_shippriority is NULL;",NO,"ERREUR:  la colonne « orders.o_orderdate » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderdate,           ^"
172,"select lineitem.l_linenumber, lineitem.l_extendedprice from lineitem where lineitem.l_quantity is NULL limit 85;",YES,""
173,"select part.p_mfgr, part.p_partkey, min( cast(cast(null as anyenum) as anyenum)), part.p_type, part.p_brand from part where part.p_container is not NULL;",NO,"ERREUR:  ne peut pas convertir le type unknown en anyenum LIGNE 5 : cast(cast(null as anyenum) as anyenum)),                ^"
174,"select customer.c_mktsegment from customer inner join supplier on (customer.c_nationkey = supplier.s_suppkey) inner join supplier on (supplier.s_phone < supplier.s_name) inner join customer on (customer.c_comment is not NULL) where supplier.s_suppkey is NULL limit 116;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
175,"select customer.c_name, customer.c_custkey, customer.c_name from customer inner join part on (part.p_retailprice >= part.p_retailprice) inner join region inner join customer on (customer.c_nationkey = customer.c_custkey) on (part.p_retailprice > customer.c_acctbal) inner join lineitem on (lineitem.l_commitdate = lineitem.l_commitdate) inner join lineitem on (customer.c_comment = lineitem.l_comment ) where customer.c_custkey is NULL;",NO,"ERREUR:  le nom de la table « customer » est spécifié plus d'une fois"
176,"select nation.n_nationkey, part.p_type, nation.n_regionkey, part.p_comment, nation.n_name, part.p_comment, nation.n_nationkey from part inner join nation on (part.p_name is NULL) where part.p_container >= part.p_brand limit 82;",YES,""
177,"select lineitem.l_comment from part inner join lineitem inner join partsupp inner join orders inner join lineitem inner join part on (part.p_brand >= part.p_brand) on (orders.o_comment = lineitem.l_comment ) inner join supplier on (lineitem.l_shipdate = lineitem.l_receiptdate) on (lineitem.l_shipdate <= lineitem.l_shipdate) on (part.p_retailprice >= lineitem.l_extendedprice) on (supplier.s_suppkey = part.p_size) where part.p_brand is not NULL;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
178,"select part.p_mfgr, part.p_mfgr, partsupp.ps_suppkey, orders.o_shippriority, part.p_brand, max( cast(cast(null as timestamptz) as timestamptz)), part.p_mfgr, max( cast(cast(null as xid8) as xid8)), partsupp.ps_partkey, part.p_mfgr, part.p_partkey, partsupp.ps_suppkey, nation.n_comment from orders inner join orders inner join nation on (orders.o_totalprice < orders.o_totalprice) inner join lineitem inner join part inner join supplier on (part.p_container < supplier.s_phone) inner join part on (part.p_mfgr = part.p_mfgr) inner join partsupp inner join part on (partsupp.ps_comment = part.p_name ) on (part.p_retailprice < supplier.s_acctbal) on (lineitem.l_partkey <= supplier.s_nationkey) on (part.p_size = part.p_partkey) inner join orders on (supplier.s_acctbal > lineitem.l_extendedprice) on (orders.o_orderstatus = lineitem.l_returnflag ) where part.p_size is not NULL limit 99;",NO,"ERREUR:  le nom de la table « part » est spécifié plus d'une fois"
179,"select orders.o_orderstatus, sum( cast(cast(null as int2) as int2)), orders.o_shippriority, orders.o_orderpriority, orders.o_orderkey, orders.o_clerk from orders where orders.o_orderkey is NULL limit 94;",NO,"ERREUR:  la colonne « orders.o_orderstatus » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderstatus,           ^"
180,"select max( cast(lineitem.l_receiptdate as date)) from partsupp inner join lineitem on (lineitem.l_partkey >= partsupp.ps_partkey) inner join partsupp inner join nation on (nation.n_name < nation.n_name) on (lineitem.l_shipmode < lineitem.l_shipinstruct) where lineitem.l_shipdate >= lineitem.l_receiptdate limit 101;",NO,"ERREUR:  le nom de la table « partsupp » est spécifié plus d'une fois"
181,"select partsupp.ps_partkey from partsupp where partsupp.ps_suppkey is not NULL limit 103;",YES,""
182,"select part.p_retailprice from part inner join supplier on (part.p_retailprice > part.p_retailprice) inner join part on (part.p_retailprice > part.p_retailprice) where part.p_comment is not NULL limit 47;",NO,"ERREUR:  le nom de la table « part » est spécifié plus d'une fois"
183,"select orders.o_comment, orders.o_shippriority, min( cast(orders.o_orderkey as int4)), orders.o_clerk, orders.o_orderdate from orders where orders.o_shippriority is not NULL;",NO,"ERREUR:  la colonne « orders.o_comment » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_comment,           ^"
184,"select orders.o_orderkey, min( cast(cast(null as anyarray) as anyarray)), orders.o_orderkey, orders.o_orderstatus, orders.o_orderkey, orders.o_comment from orders where orders.o_comment is not NULL limit 68;",NO,"ERREUR:  la colonne « orders.o_orderkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderkey,           ^"
185,"select avg( cast(cast(null as float8) as float8)) from nation where nation.n_name is not NULL;",YES,""
186,"select customer.c_acctbal, customer.c_nationkey, supplier.s_phone from customer inner join supplier inner join supplier inner join supplier on (supplier.s_suppkey = supplier.s_suppkey) on (supplier.s_phone > supplier.s_phone) inner join customer on (supplier.s_phone = supplier.s_name) on (customer.c_acctbal <= supplier.s_acctbal) where supplier.s_acctbal >= supplier.s_acctbal limit 149;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
187,"select orders.o_orderstatus, orders.o_orderkey, nation.n_regionkey, lineitem.l_linenumber, lineitem.l_shipmode, nation.n_regionkey, orders.o_orderdate, lineitem.l_orderkey, min( cast(cast(null as int8) as int8)), nation.n_regionkey from orders inner join lineitem inner join nation on (lineitem.l_quantity = lineitem.l_discount) inner join lineitem inner join part on (lineitem.l_linenumber > lineitem.l_orderkey) inner join orders inner join nation inner join part on (nation.n_nationkey = part.p_partkey ) inner join region inner join lineitem on (lineitem.l_shipdate = lineitem.l_receiptdate) on (lineitem.l_shipinstruct <= region.r_name) on (part.p_brand > lineitem.l_shipinstruct) on (orders.o_custkey <= lineitem.l_partkey) on (orders.o_orderdate = lineitem.l_receiptdate) on (orders.o_orderkey = lineitem.l_orderkey ) where orders.o_orderdate is NULL limit 124;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
188,"select partsupp.ps_comment, partsupp.ps_availqty, partsupp.ps_partkey, partsupp.ps_partkey, partsupp.ps_comment, partsupp.ps_supplycost from partsupp where partsupp.ps_supplycost is NULL;",YES,""
189,"select nation.n_regionkey from nation inner join lineitem on (nation.n_name = lineitem.l_returnflag) inner join nation on (nation.n_comment is not NULL) where lineitem.l_shipinstruct >= lineitem.l_shipmode;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
190,"select lineitem.l_extendedprice, lineitem.l_shipmode, lineitem.l_orderkey, lineitem.l_receiptdate, lineitem.l_receiptdate, lineitem.l_commitdate, lineitem.l_discount, lineitem.l_discount, min( cast(cast(null as float4) as float4)), avg( cast(cast(null as int2) as int2)), lineitem.l_receiptdate, lineitem.l_commitdate, lineitem.l_linenumber, lineitem.l_shipinstruct from lineitem where lineitem.l_suppkey > lineitem.l_linenumber limit 88;",NO,"ERREUR:  la colonne « lineitem.l_extendedprice » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : lineitem.l_extendedprice,           ^"
191,"select partsupp.ps_partkey, supplier.s_suppkey, sum( cast(lineitem.l_linenumber as int4)) from lineitem inner join partsupp on (lineitem.l_returnflag = lineitem.l_shipmode) inner join region inner join supplier inner join partsupp on (supplier.s_name = supplier.s_phone) on (region.r_name <= supplier.s_name) on (partsupp.ps_availqty is NULL) where partsupp.ps_suppkey is not NULL;",NO,"ERREUR:  le nom de la table « partsupp » est spécifié plus d'une fois"
192,"select orders.o_orderstatus, supplier.s_suppkey, supplier.s_name, supplier.s_address from orders inner join supplier on (supplier.s_comment is NULL) where supplier.s_nationkey is NULL limit 131;",YES,""
193,"select partsupp.ps_partkey, partsupp.ps_supplycost, partsupp.ps_availqty, partsupp.ps_suppkey, partsupp.ps_comment, partsupp.ps_partkey, partsupp.ps_comment from partsupp where partsupp.ps_suppkey is NULL limit 108;",YES,""
194,"select sum( cast(cast(null as float8) as float8)), orders.o_totalprice, max( cast(orders.o_clerk as bpchar)), orders.o_orderpriority, orders.o_custkey from orders where orders.o_orderdate > orders.o_orderdate limit 132;",NO,"ERREUR:  la colonne « orders.o_totalprice » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : orders.o_totalprice,           ^"
195,"select orders.o_orderkey, orders.o_totalprice, orders.o_custkey, orders.o_orderdate, orders.o_orderstatus, max( cast(cast(null as anyarray) as anyarray)), max( cast(orders.o_orderstatus as bpchar)), count( cast(orders.o_orderstatus as bpchar)), orders.o_clerk, min( cast(cast(null as pg_lsn) as pg_lsn)), orders.o_orderdate, orders.o_custkey, orders.o_shippriority, orders.o_orderstatus from orders where orders.o_totalprice is NULL limit 130;",NO,"ERREUR:  la colonne « orders.o_orderkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_orderkey,           ^"
196,"select customer.c_address, supplier.s_comment from supplier inner join supplier on (supplier.s_phone > supplier.s_phone) inner join customer on (supplier.s_acctbal >= customer.c_acctbal) inner join supplier inner join supplier inner join region on (supplier.s_phone <= supplier.s_phone) on (supplier.s_acctbal >= supplier.s_acctbal) on (supplier.s_suppkey = supplier.s_suppkey ) inner join partsupp on (customer.c_address is NULL) where supplier.s_suppkey = partsupp.ps_suppkey limit 169;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
197,"select min( cast(cast(null as pg_lsn) as pg_lsn)), nation.n_regionkey, max( cast(cast(null as float4) as float4)), nation.n_nationkey, supplier.s_address, customer.c_phone, nation.n_name, nation.n_name from lineitem inner join nation on (lineitem.l_discount = lineitem.l_extendedprice) inner join supplier inner join customer on (supplier.s_acctbal >= supplier.s_acctbal) inner join nation on (customer.c_mktsegment > customer.c_phone) on (supplier.s_nationkey is not NULL) where lineitem.l_linestatus >= customer.c_mktsegment;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
198,"select customer.c_address, customer.c_comment, customer.c_phone from customer where customer.c_custkey < customer.c_custkey limit 126;",YES,""
199,"select supplier.s_phone from supplier where supplier.s_address is not NULL limit 27;",YES,""
200,"select min( cast(cast(null as anyenum) as anyenum)) from orders inner join supplier inner join region inner join partsupp on (partsupp.ps_supplycost < partsupp.ps_supplycost) on (supplier.s_acctbal > supplier.s_acctbal) inner join nation inner join customer on (customer.c_custkey > customer.c_custkey) on (supplier.s_name < supplier.s_phone) on (orders.o_orderdate > orders.o_orderdate) where customer.c_name is NULL limit 179;",NO,"ERREUR:  ne peut pas convertir le type unknown en anyenum LIGNE 3 : cast(cast(null as anyenum) as anyenum))                ^"
201,"select nation.n_name, nation.n_regionkey, sum( cast(cast(null as float8) as float8)), nation.n_name, nation.n_name, nation.n_nationkey, nation.n_nationkey, nation.n_nationkey, nation.n_name, max( cast(cast(null as int8) as int8)), nation.n_nationkey, min( cast(cast(null as pg_lsn) as pg_lsn)), nation.n_name, avg( cast(cast(null as int8) as int8)) from nation where nation.n_name is not NULL;",NO,"ERREUR:  la colonne « nation.n_name » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : nation.n_name,           ^"
202,"select region.r_name from region where region.r_name <= region.r_name limit 30;",YES,""
203,"select partsupp.ps_availqty from partsupp where partsupp.ps_supplycost <= partsupp.ps_supplycost;",YES,""
204,"select region.r_regionkey, region.r_name from region where region.r_name is NULL limit 77;",YES,""
